7,95
17,95
42,95
56,95
70,95
103,95
104,95
110,95
122,95
142,95
153,95
154,95
184,95
189,95
211,95
217,95
219,95
246,95
251,95
266,95
271,95
274,95
278,95
287,95
336,95
346,95
363,95
365,95
423,95
431,95
437,95
444,95
465,95
476,95
477,95
487,95
489,95
497,95
536,95
537,95
541,95
556,95
580,95
592,95
596,95
617,95
630,95
632,95
641,95
652,95
658,95
673,95
681,95
708,95
717,95
734,95
750,95
759,95
782,95
793,95
804,95
807,95
838,95
862,95
888,95
891,95
917,95
929,95
939,95
943,95
963,95
965,95
973,95
981,95
986,95
991,95
1006,95
1007,95
1013,95
1016,95
1022,95
1023,95
1028,95
1048,95
1060,95
1064,95
1065,95
1067,95
1070,95
1103,95
1109,95
1113,95
1128,95
1136,95
1138,95
1159,95
1165,95
1166,95
1175,95
1179,95
1193,95
1199,95
1201,95
1236,95
1238,95
1248,95
1249,95
1261,95
1271,95
1293,95
1295,95
1296,95
1297,95
1298,95
1299,95
1301,95
1303,95
1307,95
1310,95
1311,95
1316,95
1318,95
1321,95
1325,95
1337,95
1338,95
1339,95
1357,95
1361,95
1365,95
1366,95
1396,95
1401,95
1412,95
1416,95
1419,95
1422,95
1424,95
1428,95
1430,95
1431,95
1440,95
1446,95
1450,95
1458,95
1459,95
1469,95
1472,95
1474,95
1480,95
1486,95
1489,95
1491,95
1493,95
1495,95
1498,95
1510,95
1517,95
1522,95
1527,95
1545,95
1553,95
1555,95
1570,95
1574,95
1575,95
1585,95
1589,95
1592,95
1593,95
1609,95
1634,95
1637,95
1640,95
1650,95
1654,95
1668,95
1670,95
1684,95
1691,95
1701,95
1717,95
1739,95
1746,95
1747,95
1750,95
1761,95
1763,95
1771,95
1785,95
1790,95
1820,95
1828,95
1836,95
1839,95
1841,95
1842,95
1852,95
1865,95
1867,95
1872,95
1888,95
1889,95
1890,95
1893,95
1898,95
1904,95
1907,95
1912,95
1923,95
1924,95
1929,95
1951,95
1960,95
1963,95
1967,95
1972,95
1984,95
1990,95
2012,95
2014,95
2021,95
2026,95
2041,95
2044,95
2048,95
2057,95
2061,95
2064,95
2073,95
2076,95
2077,95
2078,95
2079,95
2091,95
2107,95
2109,95
2111,95
2119,95
2130,95
2139,95
2140,95
2142,95
2145,95
2155,95
2164,95
2166,95
2176,95
2182,95
2184,95
2186,95
2190,95
2203,95
2208,95
2223,95
2226,95
2233,95
2278,95
2279,95
2286,95
2288,95
2299,95
2304,95
2306,95
2307,95
2323,95
2334,95
2344,95
2360,95
2361,95
2363,95
2366,95
2370,95
2377,95
2386,95
2390,95
2392,95
2395,95
2402,95
2405,95
2417,95
2419,95
2427,95
2430,95
2436,95
2465,95
2467,95
2472,95
2478,95
2483,95
2495,95
2496,95
2498,95
2501,95
2514,95
2518,95
2519,95
2529,95
2533,95
2535,95
2536,95
2550,95
2564,95
2567,95
2573,95
2574,95
2585,95
2595,95
2598,95
2612,95
2613,95
2619,95
2622,95
2626,95
2632,95
2635,95
2638,95
2639,95
2651,95
2657,95
2659,95
2678,95
2687,95
2700,95
2703,95
2710,95
2711,95
2716,95
2722,95
2727,95
2758,95
2760,95
2765,95
2773,95
2774,95
2776,95
2783,95
2785,95
2787,95
2788,95
2793,95
2803,95
2804,95
2814,95
2816,95
2823,95
2849,95
2850,95
2868,95
2880,95
2882,95
2885,95
2887,95
2889,95
2898,95
2904,95
2905,95
2913,95
2914,95
2923,95
2930,95
2931,95
2935,95
2941,95
2959,95
2976,95
2983,95
3002,95
3009,95
3026,95
3027,95
3031,95
3034,95
3036,95
3039,95
3056,95
3074,95
3082,95
3083,95
3091,95
3092,95
3097,95
3113,95
3118,95
3135,95
3148,95
3149,95
3157,95
3158,95
3162,95
3177,95
3180,95
3182,95
3197,95
3203,95
3204,95
3207,95
3209,95
3217,95
3223,95
3227,95
3236,95
3240,95
3250,95
3290,95
3293,95
3299,95
3306,95
3317,95
3331,95
3332,95
3335,95
3341,95
3354,95
3360,95
3362,95
3368,95
3371,95
3389,95
3396,95
3409,95
3410,95
3424,95
3431,95
3437,95
3440,95
3448,95
3451,95
3454,95
3456,95
3463,95
3465,95
3483,95
3488,95
3489,95
3492,95
3495,95
3502,95
3516,95
3529,95
3538,95
3546,95
3550,95
3557,95
3560,95
3564,95
3569,95
3587,95
3606,95
3607,95
3610,95
3638,95
3639,95
3651,95
3658,95
3666,95
3668,95
3674,95
3680,95
3692,95
3693,95
3701,95
3706,95
3709,95
3718,95
3739,95
3741,95
3743,95
3745,95
3750,95
3753,95
3762,95
3765,95
3769,95
3780,95
3798,95
3800,95
3803,95
3804,95
3813,95
3819,95
3826,95
3828,95
3847,95
3848,95
3849,95
3850,95
3851,95
3853,95
3855,95
3861,95
3864,95
3875,95
3878,95
3881,95
3882,95
3884,95
3896,95
3904,95
3918,95
3919,95
3923,95
3926,95
3932,95
3935,95
3945,95
3946,95
